Utterance,Expected,Predicted,Syntax_OK,Region_OK,Full_OK
"Whenever conflict_car5 happens, related_conflict_car2 must also occur",(RespondedExistence conflict_car5 related_conflict_car2),(RespondedExistence conflict_car5 related_conflict_car2),1,1,1
Stay in conflict_car5 until reaching related_conflict_car2,(Until conflict_car5 related_conflict_car2),(Until conflict_car5 related_conflict_car2),1,1,1
conflict_car5 must hold true until related_conflict_car2 occurs,(Until conflict_car5 related_conflict_car2),(Until conflict_car5 related_conflict_car2),1,1,1
Remain in conflict_car5 and stop only when related_conflict_car2 happens,(Until conflict_car5 related_conflict_car2),(Until conflict_car5 related_conflict_car2),1,1,1
Visit conflict_car5 or related_conflict_car2,(Or conflict_car5 related_conflict_car2),(Or conflict_car5 related_conflict_car2),1,1,1
Either conflict_car5 or related_conflict_car2 must be reached,(Or conflict_car5 related_conflict_car2),(Or conflict_car5 related_conflict_car2),1,1,1
At least one of conflict_car5 or related_conflict_car2 must occur,(Or conflict_car5 related_conflict_car2),(Or conflict_car5 related_conflict_car2),1,1,1
Visit conflict_car5 and related_conflict_car2,(And conflict_car5 related_conflict_car2),(And conflict_car5 related_conflict_car2),1,1,1
Both conflict_car5 and related_conflict_car2 must be reached,(And conflict_car5 related_conflict_car2),(And conflict_car5 related_conflict_car2),1,1,1
You must eventually visit both conflict_car5 and related_conflict_car2,(And conflict_car5 related_conflict_car2),ERROR,1,0,0
"Stay in conflict_car5 unless related_conflict_car2 happens, otherwise remain in conflict_car5 forever",(WeakUntil conflict_car5 related_conflict_car2),(WeakUntil conflict_car5 related_conflict_car2),1,1,1
"conflict_car5 must hold until related_conflict_car2, or forever if related_conflict_car2 never occurs",(WeakUntil conflict_car5 related_conflict_car2),(WeakUntil conflict_car5 related_conflict_car2),1,1,1
"Continue in conflict_car5 until related_conflict_car2 happens, or stay in conflict_car5 always if related_conflict_car2 never does",(WeakUntil conflict_car5 related_conflict_car2),(WeakUntil conflict_car5 related_conflict_car2),1,1,1
Visit conflict_car5 before conflict_car3,(Precedence conflict_car5 conflict_car3),(Precedence conflict_car5 conflict_car3),1,1,1
conflict_car3 can only occur after conflict_car5,(Precedence conflict_car5 conflict_car3),(Precedence conflict_car5 conflict_car3),1,1,1
"You must reach conflict_car5 first, then conflict_car3",(Precedence conflict_car5 conflict_car3),(Precedence conflict_car5 conflict_car3),1,1,1
conflict_car3 only after conflict_car5,(Response conflict_car5 conflict_car3),(Precedence conflict_car5 conflict_car3),1,1,0
"After visiting conflict_car5, eventually reach conflict_car3",(Response conflict_car5 conflict_car3),(Response conflict_car5 conflict_car3),1,1,1
"If conflict_car5 happens, conflict_car3 must follow",(Response conflict_car5 conflict_car3),(Response conflict_car5 conflict_car3),1,1,1
"If you visit conflict_car5, then you must also reach conflict_car3",(RespondedExistence conflict_car5 conflict_car3),(RespondedExistence conflict_car5 conflict_car3),1,1,1
Visiting conflict_car5 implies eventually visiting conflict_car3,(RespondedExistence conflict_car5 conflict_car3),(Response conflict_car5 conflict_car3),1,1,0
"Whenever conflict_car5 happens, conflict_car3 must also occur",(RespondedExistence conflict_car5 conflict_car3),(RespondedExistence conflict_car5 conflict_car3),1,1,1
Stay in conflict_car5 until reaching conflict_car3,(Until conflict_car5 conflict_car3),(Until conflict_car5 conflict_car3),1,1,1
conflict_car5 must hold true until conflict_car3 occurs,(Until conflict_car5 conflict_car3),(Until conflict_car5 conflict_car3),1,1,1
Remain in conflict_car5 and stop only when conflict_car3 happens,(Until conflict_car5 conflict_car3),(WeakUntil conflict_car5 conflict_car3),1,1,0
Visit conflict_car5 or conflict_car3,(Or conflict_car5 conflict_car3),(Or conflict_car5 conflict_car3),1,1,1
Either conflict_car5 or conflict_car3 must be reached,(Or conflict_car5 conflict_car3),(Or conflict_car5 conflict_car3),1,1,1
At least one of conflict_car5 or conflict_car3 must occur,(Or conflict_car5 conflict_car3),(Or conflict_car5 conflict_car3),1,1,1
Visit conflict_car5 and conflict_car3,(And conflict_car5 conflict_car3),(And conflict_car5 conflict_car3),1,1,1
Both conflict_car5 and conflict_car3 must be reached,(And conflict_car5 conflict_car3),(And conflict_car5 conflict_car3),1,1,1
You must eventually visit both conflict_car5 and conflict_car3,(And conflict_car5 conflict_car3),ERROR,1,0,0
"Stay in conflict_car5 unless conflict_car3 happens, otherwise remain in conflict_car5 forever",(WeakUntil conflict_car5 conflict_car3),(WeakUntil conflict_car5 conflict_car3),1,1,1
"conflict_car5 must hold until conflict_car3, or forever if conflict_car3 never occurs",(WeakUntil conflict_car5 conflict_car3),(WeakUntil conflict_car5 conflict_car3),1,1,1
"Continue in conflict_car5 until conflict_car3 happens, or stay in conflict_car5 always if conflict_car3 never does",(WeakUntil conflict_car5 conflict_car3),(WeakUntil conflict_car5 conflict_car3),1,1,1
Visit conflict_car5 before road_car3,(Precedence conflict_car5 road_car3),(Precedence conflict_car5 road_car3),1,1,1
road_car3 can only occur after conflict_car5,(Precedence conflict_car5 road_car3),(Precedence conflict_car5 road_car3),1,1,1
"You must reach conflict_car5 first, then road_car3",(Precedence conflict_car5 road_car3),(Precedence conflict_car5 road_car3),1,1,1
road_car3 only after conflict_car5,(Response conflict_car5 road_car3),(Precedence conflict_car5 road_car3),1,1,0
"After visiting conflict_car5, eventually reach road_car3",(Response conflict_car5 road_car3),(Response conflict_car5 road_car3),1,1,1
"If conflict_car5 happens, road_car3 must follow",(Response conflict_car5 road_car3),(Response conflict_car5 road_car3),1,1,1
"If you visit conflict_car5, then you must also reach road_car3",(RespondedExistence conflict_car5 road_car3),(RespondedExistence conflict_car5 road_car3),1,1,1
Visiting conflict_car5 implies eventually visiting road_car3,(RespondedExistence conflict_car5 road_car3),(Response conflict_car5 road_car3),1,1,0
"Whenever conflict_car5 happens, road_car3 must also occur",(RespondedExistence conflict_car5 road_car3),(RespondedExistence conflict_car5 road_car3),1,1,1
Stay in conflict_car5 until reaching road_car3,(Until conflict_car5 road_car3),(Until conflict_car5 road_car3),1,1,1
conflict_car5 must hold true until road_car3 occurs,(Until conflict_car5 road_car3),(Until conflict_car5 road_car3),1,1,1
Remain in conflict_car5 and stop only when road_car3 happens,(Until conflict_car5 road_car3),(Until conflict_car5 road_car3),1,1,1
Visit conflict_car5 or road_car3,(Or conflict_car5 road_car3),(Or conflict_car5 road_car3),1,1,1
Either conflict_car5 or road_car3 must be reached,(Or conflict_car5 road_car3),(Or conflict_car5 road_car3),1,1,1
At least one of conflict_car5 or road_car3 must occur,(Or conflict_car5 road_car3),(Or conflict_car5 road_car3),1,1,1
Visit conflict_car5 and road_car3,(And conflict_car5 road_car3),(And conflict_car5 road_car3),1,1,1
Both conflict_car5 and road_car3 must be reached,(And conflict_car5 road_car3),(And conflict_car5 road_car3),1,1,1
You must eventually visit both conflict_car5 and road_car3,(And conflict_car5 road_car3),ERROR,1,0,0
"Stay in conflict_car5 unless road_car3 happens, otherwise remain in conflict_car5 forever",(WeakUntil conflict_car5 road_car3),(WeakUntil conflict_car5 road_car3),1,1,1
"conflict_car5 must hold until road_car3, or forever if road_car3 never occurs",(WeakUntil conflict_car5 road_car3),(WeakUntil conflict_car5 road_car3),1,1,1
"Continue in conflict_car5 until road_car3 happens, or stay in conflict_car5 always if road_car3 never does",(WeakUntil conflict_car5 road_car3),(WeakUntil conflict_car5 road_car3),1,1,1
Visit conflict_car5 before related_conflict_car3,(Precedence conflict_car5 related_conflict_car3),(Precedence conflict_car5 related_conflict_car3),1,1,1
related_conflict_car3 can only occur after conflict_car5,(Precedence conflict_car5 related_conflict_car3),(Precedence conflict_car5 related_conflict_car3),1,1,1
"You must reach conflict_car5 first, then related_conflict_car3",(Precedence conflict_car5 related_conflict_car3),(Precedence conflict_car5 related_conflict_car3),1,1,1
related_conflict_car3 only after conflict_car5,(Response conflict_car5 related_conflict_car3),(Response conflict_car5 related_conflict_car3),1,1,1
"After visiting conflict_car5, eventually reach related_conflict_car3",(Response conflict_car5 related_conflict_car3),(Response conflict_car5 related_conflict_car3),1,1,1
"If conflict_car5 happens, related_conflict_car3 must follow",(Response conflict_car5 related_conflict_car3),(Response conflict_car5 related_conflict_car3),1,1,1
"If you visit conflict_car5, then you must also reach related_conflict_car3",(RespondedExistence conflict_car5 related_conflict_car3),(RespondedExistence conflict_car5 related_conflict_car3),1,1,1
Visiting conflict_car5 implies eventually visiting related_conflict_car3,(RespondedExistence conflict_car5 related_conflict_car3),(Response conflict_car5 related_conflict_car3),1,1,0
"Whenever conflict_car5 happens, related_conflict_car3 must also occur",(RespondedExistence conflict_car5 related_conflict_car3),(RespondedExistence conflict_car5 related_conflict_car3),1,1,1
Stay in conflict_car5 until reaching related_conflict_car3,(Until conflict_car5 related_conflict_car3),(Until conflict_car5 related_conflict_car3),1,1,1
conflict_car5 must hold true until related_conflict_car3 occurs,(Until conflict_car5 related_conflict_car3),(Until conflict_car5 related_conflict_car3),1,1,1
Remain in conflict_car5 and stop only when related_conflict_car3 happens,(Until conflict_car5 related_conflict_car3),(WeakUntil conflict_car5 related_conflict_car3),1,1,0
Visit conflict_car5 or related_conflict_car3,(Or conflict_car5 related_conflict_car3),(Or conflict_car5 related_conflict_car3),1,1,1
Either conflict_car5 or related_conflict_car3 must be reached,(Or conflict_car5 related_conflict_car3),(Or conflict_car5 related_conflict_car3),1,1,1
At least one of conflict_car5 or related_conflict_car3 must occur,(Or conflict_car5 related_conflict_car3),(Or conflict_car5 related_conflict_car3),1,1,1
Visit conflict_car5 and related_conflict_car3,(And conflict_car5 related_conflict_car3),(And conflict_car5 related_conflict_car3),1,1,1
Both conflict_car5 and related_conflict_car3 must be reached,(And conflict_car5 related_conflict_car3),(And conflict_car5 related_conflict_car3),1,1,1
You must eventually visit both conflict_car5 and related_conflict_car3,(And conflict_car5 related_conflict_car3),ERROR,1,0,0
"Stay in conflict_car5 unless related_conflict_car3 happens, otherwise remain in conflict_car5 forever",(WeakUntil conflict_car5 related_conflict_car3),(WeakUntil conflict_car5 related_conflict_car3),1,1,1
"conflict_car5 must hold until related_conflict_car3, or forever if related_conflict_car3 never occurs",(WeakUntil conflict_car5 related_conflict_car3),(WeakUntil conflict_car5 related_conflict_car3),1,1,1
"Continue in conflict_car5 until related_conflict_car3 happens, or stay in conflict_car5 always if related_conflict_car3 never does",(WeakUntil conflict_car5 related_conflict_car3),(WeakUntil conflict_car5 related_conflict_car3),1,1,1
Visit conflict_car5 before conflict_car4,(Precedence conflict_car5 conflict_car4),(Precedence conflict_car5 conflict_car4),1,1,1
conflict_car4 can only occur after conflict_car5,(Precedence conflict_car5 conflict_car4),(Precedence conflict_car5 conflict_car4),1,1,1
"You must reach conflict_car5 first, then conflict_car4",(Precedence conflict_car5 conflict_car4),(Precedence conflict_car5 conflict_car4),1,1,1
conflict_car4 only after conflict_car5,(Response conflict_car5 conflict_car4),(Response conflict_car5 conflict_car4),1,1,1
"After visiting conflict_car5, eventually reach conflict_car4",(Response conflict_car5 conflict_car4),(Response conflict_car5 conflict_car4),1,1,1
"If conflict_car5 happens, conflict_car4 must follow",(Response conflict_car5 conflict_car4),(Response conflict_car5 conflict_car4),1,1,1
"If you visit conflict_car5, then you must also reach conflict_car4",(RespondedExistence conflict_car5 conflict_car4),(RespondedExistence conflict_car5 conflict_car4),1,1,1
Visiting conflict_car5 implies eventually visiting conflict_car4,(RespondedExistence conflict_car5 conflict_car4),(Response conflict_car5 conflict_car4),1,1,0
"Whenever conflict_car5 happens, conflict_car4 must also occur",(RespondedExistence conflict_car5 conflict_car4),(RespondedExistence conflict_car5 conflict_car4),1,1,1
Stay in conflict_car5 until reaching conflict_car4,(Until conflict_car5 conflict_car4),(Until conflict_car5 conflict_car4),1,1,1
conflict_car5 must hold true until conflict_car4 occurs,(Until conflict_car5 conflict_car4),(Until conflict_car5 conflict_car4),1,1,1
Remain in conflict_car5 and stop only when conflict_car4 happens,(Until conflict_car5 conflict_car4),(WeakUntil conflict_car5 conflict_car4),1,1,0
Visit conflict_car5 or conflict_car4,(Or conflict_car5 conflict_car4),(Or conflict_car5 conflict_car4),1,1,1
